id,duration_raw,gender,age,city,area,occupation,education,soundproof_wall,home_office,noise_impact,insulation,noise_traffic,noise_life,noise_construction,noise_business,noise_public,noise_animal,distance_source,time_period,eff_sleep_onset,eff_sleep_interrupt,eff_attention,eff_relationship,eff_mental,eff_physical,eff_hearing,eff_emotion,satisfaction,governance_satisfaction,coping_endure,coping_negotiate,coping_community,coping_protect,coping_official,coping_legal,coping_other,awareness_channel,awareness_policy,awareness_necessity,resp_gov,resp_property,resp_business,resp_resident,resp_other,meas_enforce,meas_law,meas_facility,meas_time,meas_publicity,meas_complaint,meas_planning,meas_other,open_text,duration
340,213秒,2,3,1,3,3,3,2,3.0,4,3,2,2,2,5,3,3,3,3,4,2,3,4,2,3,2,3,4,3,1,0,0,1,1,0,0,3,3,4,0,0,1,0,1,1,0,0,0,1,0,0,0,"校园广播分区域控制音量，不全域高分贝播放
体育课集体活动远离教学楼、办公楼安静区域
实验室高噪设备加装隔音罩、限定使用时段
校园周边禁止流动摊贩、高分贝广告聚集
教会学生轻声说话、轻声走路，养成降噪习惯
教室门窗加装密封条，隔绝校外车流噪音
校园食堂严控餐具碰撞、大声喧哗，文明就餐",213.0
341,169秒,1,3,2,2,3,5,2,1.0,4,3,3,2,3,4,2,3,4,1,3,3,4,3,3,4,2,4,3,3,0,1,1,0,0,1,0,3,3,3,0,1,0,0,0,0,1,1,0,1,0,0,0,"教室门窗加装密封条，隔绝校外车流噪音
校园食堂严控餐具碰撞、大声喧哗，文明就餐
培训机构教室做隔音隔断，避免班级互相串音
校园绿化密植绿植，形成教学区隔音缓冲带
禁止学生在校内改装电动车、摩托轰鸣竞速
图书馆、自习室严格静音管理，杜绝交谈外放",169.0
342,168秒,1,1,1,1,3,3,3,2.0,2,5,3,3,3,4,2,4,4,3,3,3,4,3,2,4,4,3,4,3,0,0,1,1,0,0,0,4,3,3,0,0,0,0,1,0,1,0,1,0,0,0,0,"医院周边划定严控禁鸣、禁高音宣传区域
病房地面铺静音防滑地材，减少脚步回声
医用推车全部做静音轮、减震防撞设计
手术室、ICU 保持绝对静音，严控外界噪音传入
医院食堂排风、油烟机加装隔音降噪设施
养老院内娱乐活动限定场地、限定音量时间
医院电梯定期静音维保，减少运行震动噪音
院内商铺、便利店禁止外放音响广告
医院绿化加密隔音绿植，隔离马路车流噪音
建立院内静音管理制度，全员遵守降噪规范",168.0
343,217秒,2,2,2,1,5,5,3,,3,2,4,1,4,1,2,2,3,3,3,2,3,1,2,2,3,3,4,3,1,0,1,1,0,0,0,2,2,2,1,1,1,1,0,0,1,0,1,1,1,1,0,暂无,217.0
347,56秒,1,2,1,2,1,5,1,2.0,4,3,3,2,3,4,2,2,2,3,3,3,4,2,3,4,3,3,4,3,0,1,1,1,1,0,0,3,3,2,1,1,1,1,0,1,1,1,1,0,1,0,0,兑,56.0
348,55秒,1,3,1,2,3,5,2,3.0,2,4,4,4,4,5,4,2,4,4,4,3,4,4,4,4,3,4,2,2,0,1,1,1,1,0,0,2,2,2,1,0,1,0,0,1,0,1,1,0,0,1,0,线性子空间,55.0
351,387秒,1,2,1,2,3,5,1,2.0,3,2,2,5,5,2,5,2,2,4,3,3,1,3,2,2,4,1,4,2,1,0,1,0,1,0,0,2,4,4,0,1,0,1,0,0,1,1,0,0,0,1,0,"媒体跟踪报道城市降噪治理成果，强化全民意识
倡导全民共建安静城市、安静社区、安静居家环境",387.0
352,373秒,2,4,3,2,3,5,2,3.0,2,3,1,1,5,1,5,1,3,2,3,1,1,1,3,2,1,4,4,2,0,1,0,0,1,0,0,4,2,5,0,1,0,1,0,0,0,1,0,1,0,0,0,推广白噪音，祝眠静音内容,373.0
354,136秒,2,4,3,1,3,5,3,3.0,5,3,4,1,5,3,5,2,3,2,4,1,4,1,4,2,4,2,3,5,0,1,0,1,0,0,0,2,4,3,0,1,1,0,0,0,0,1,0,0,1,0,0,"不在出租屋深夜聚会、聚餐、大声喧闹
搬家、拆装家具、钻孔维修尽量选白天工作日
床位远离楼道、厕所、公共走廊噪音一侧
用厚床帘、隔断帘打造私人静音睡眠空间",136.0
355,120秒,1,4,1,2,3,5,2,1.0,2,4,1,5,1,5,2,4,2,1,1,5,2,2,1,4,2,5,3,5,0,0,1,0,1,0,0,2,5,3,1,0,1,0,0,0,0,1,1,0,0,0,0,日常生活轻拿轻放,120.0
356,134秒,2,4,2,2,1,6,1,2.0,3,4,5,3,1,4,4,1,4,3,2,4,2,5,1,4,1,4,5,4,0,1,0,1,0,1,0,2,4,3,1,0,1,0,0,1,0,1,1,0,0,0,0,"医院保洁、维修作业避开病人午休和夜间休息
医院中央空调、新风系统做管道消音减震处理
住院探视规定轻声交流，不大声聊天喊话",134.0
357,132秒,1,3,1,3,3,5,2,2.0,2,4,5,1,4,2,4,2,3,2,2,4,2,4,1,4,1,4,2,4,0,1,0,0,1,0,0,2,4,4,0,1,0,0,1,0,1,0,0,1,0,0,0,打游戏控制音量外放,132.0
358,67秒,1,2,3,1,3,3,1,1.0,3,4,4,2,4,3,3,3,3,4,4,3,4,3,4,3,4,4,2,2,0,1,1,0,1,0,0,2,2,2,0,1,1,0,0,1,1,0,1,0,0,0,0,政策,67.0
359,121秒,1,1,1,4,5,3,2,,3,4,3,2,5,1,3,4,3,3,2,5,2,5,2,4,1,4,1,3,0,1,0,0,1,0,0,2,3,4,1,0,0,1,0,0,1,0,0,1,0,0,0,"校园绿化密植绿植，形成教学区隔音缓冲带
禁止学生在校内改装电动车、摩托轰鸣竞速
图书馆、自习室严格静音管理，杜绝交谈外放
校园基建维修施工避开教学时间与午休
宿舍桌椅脚统一加装静音胶套，减少拖动噪音",121.0
360,118秒,1,4,2,1,3,5,1,2.0,2,2,1,4,4,1,5,1,3,3,2,5,1,5,1,4,2,4,2,4,1,0,1,0,1,0,0,2,4,2,0,1,1,0,0,0,1,0,0,1,0,0,0,校园课间铃声调低音量,118.0
361,155秒,2,3,2,2,3,5,1,2.0,1,2,1,1,1,1,1,1,2,4,2,4,2,5,2,5,1,3,3,2,1,1,1,1,1,1,0,3,4,5,1,0,0,1,0,1,1,0,0,0,1,0,0,"水电走管避开卧室床头墙面，减少共振传音
装配式建筑优化构件拼接，减少空腔共鸣噪音
外墙选材优先吸音降噪材质，减少外界噪音反射
装修避免大面积硬质光滑墙面，多用吸音软装设计",155.0
362,123秒,2,1,1,1,4,4,2,3.0,1,3,2,5,5,1,5,3,4,4,5,4,3,2,1,2,3,4,1,4,0,0,1,0,1,0,0,2,4,3,1,0,1,0,0,0,0,1,0,0,1,0,0,加工工厂房四周建设隔音墙,123.0
363,59秒,1,4,1,3,4,2,2,1.0,2,4,4,3,3,4,3,3,2,4,3,2,3,2,3,3,4,3,2,2,0,1,1,0,0,0,0,2,2,2,1,1,1,0,0,1,0,1,1,0,1,0,0,6,59.0
364,112秒,2,4,3,4,3,2,3,3.0,5,5,1,2,3,4,5,4,1,1,1,2,3,4,5,4,3,2,2,2,1,0,0,1,0,0,0,1,2,5,0,1,0,0,1,1,0,0,1,0,0,0,0,"小区严格管控装修时间，午休、夜间禁止敲打钻孔
楼道禁止大声喧哗、追逐打闹、拖拽家具
规范小区广场舞点位，限定音量、限定结束时间",112.0
365,112秒,2,1,1,3,3,5,2,2.0,4,3,5,4,3,2,1,2,4,3,1,2,3,1,5,4,2,5,3,4,0,0,0,1,0,0,0,2,4,5,1,0,1,0,0,0,1,0,0,1,0,0,0,禁止住户阳台露台使用大功率音响外放,112.0
366,121秒,1,3,2,2,3,5,3,2.0,5,4,5,4,3,2,1,2,3,3,5,4,3,4,5,2,1,2,4,3,0,1,0,1,0,0,0,4,3,4,1,0,1,0,0,0,1,0,1,1,0,0,0,"机场周边划定噪音管控区，限制夜间航班起降
城市配送货车统一规定静音通行时段与路线
非机动车道规范行驶，禁止改装摩托炸街扰民",121.0
367,119秒,1,4,2,2,3,5,2,2.0,3,4,4,3,2,3,4,2,3,3,2,4,2,4,2,4,3,3,2,4,0,0,1,0,0,1,0,2,4,3,0,1,0,1,0,0,0,0,1,0,1,0,0,城市道路临街一侧统一建设道路隔音屏障,119.0
369,108秒,2,4,3,3,3,6,3,3.0,2,4,4,3,2,2,4,1,3,1,3,2,4,2,4,2,4,1,2,3,0,1,0,0,1,0,0,2,1,3,0,1,0,1,0,0,1,0,0,0,1,0,0,"出台建筑隔音设计强制标准，新房必须达标验收
管控沿街商铺音响广告、流动宣传车高分贝外放
城市轨道交通、地铁沿线加装全封闭隔音屏障",108.0
370,122秒,1,1,2,5,5,3,3,,5,5,2,4,1,4,1,4,3,2,2,1,4,2,4,1,4,1,2,5,0,0,1,0,1,0,0,2,4,5,0,1,0,1,0,0,1,0,1,1,0,0,0,完善城市噪音污染管控法规,122.0
371,171秒,1,5,2,1,3,5,3,2.0,3,3,5,2,2,1,3,4,4,2,2,2,4,1,5,2,4,3,4,1,0,1,1,0,0,1,0,2,4,4,1,0,1,1,0,0,0,1,0,0,1,0,0,"对工地钻机、破碎机等高噪设备实行限时禁用
开展全民噪音文明宣传，普及降噪生活理念
严格管控烟花爆竹、露天庆典高分贝燃放活动
规划城市工业区远离居民区，设置缓冲隔离带",171.0
372,85秒,1,2,2,2,5,3,2,,2,4,4,4,4,4,4,3,3,4,4,3,4,3,3,3,4,4,2,2,0,1,1,1,0,0,0,2,2,2,1,1,1,0,0,1,1,1,0,0,0,0,0,好,85.0
373,184秒,2,4,3,2,3,5,3,2.0,4,2,4,1,2,4,2,4,4,1,4,2,5,2,5,1,4,2,2,4,0,1,0,1,0,0,0,2,4,2,0,1,0,1,0,0,1,0,0,0,1,0,0,高架桥，快速路段全段加装隔声降噪,184.0
374,73秒,2,4,1,4,2,2,2,3.0,2,4,4,3,3,4,3,3,4,4,4,2,3,4,3,3,3,4,2,2,0,1,1,1,0,0,0,3,2,2,1,0,1,1,0,1,0,1,1,0,0,0,0,6,73.0
375,111秒,1,4,2,1,3,5,2,2.0,2,4,4,2,3,1,3,2,1,3,2,4,1,4,2,3,1,5,4,3,0,1,0,0,1,0,0,2,3,1,0,0,0,1,0,0,1,0,0,0,1,0,0,"城市配送货车统一规定静音通行时段与路线
非机动车道规范行驶，禁止改装摩托炸街扰民
新建变电站、水泵房远离住宅，做专业隔音设计
道路减速带改用静音减速带，减少车辆颠簸噪音",111.0
376,105秒,1,2,2,1,5,5,3,,4,3,2,4,5,1,5,5,5,1,1,4,2,4,2,4,1,4,4,1,0,1,0,1,0,1,0,2,4,3,1,0,1,1,0,0,1,0,0,0,1,0,0,管控小区商铺沿街外放音响，促销喇叭,105.0
377,110秒,1,4,1,2,3,5,3,2.0,5,3,2,3,2,4,1,2,3,3,2,3,1,4,2,4,2,4,2,4,0,1,0,1,0,1,1,2,3,1,1,0,1,0,0,0,0,1,1,0,0,0,0,"规范小区广场舞点位，限定音量、限定结束时间
小区公共音响、广播调低音量，避免全天循环播放
定期检修小区水泵房、配电房、风机房做隔音降噪",110.0
378,120秒,1,5,1,5,2,1,1,2.0,3,3,4,2,4,1,4,2,5,4,1,4,2,4,2,4,1,4,2,4,0,1,1,0,0,1,0,2,4,3,1,0,1,1,0,0,0,1,0,1,0,0,0,建立业主噪音投诉群，及时反馈整改问题,120.0
379,126秒,2,2,1,3,3,3,2,1.0,4,1,2,4,3,2,3,2,3,3,4,2,4,3,2,4,2,4,3,2,0,0,0,1,0,0,0,2,4,5,0,1,1,1,0,0,0,1,0,0,1,0,0,"沿街门店禁止使用高分贝户外喇叭、循环广告音
餐饮店油烟机、风机加装隔音罩与减震底座",126.0
380,111秒,1,3,3,3,3,5,1,1.0,2,5,1,2,4,1,4,2,5,4,2,4,1,2,2,4,1,4,2,4,0,1,1,0,0,1,0,2,4,2,1,0,1,0,0,0,1,1,0,1,1,0,0,装修公司推广静音门窗，静音管道，阻尼隔音工艺,111.0
381,110秒,2,3,2,2,3,5,2,2.0,4,4,5,2,4,2,4,2,4,4,2,3,1,4,3,3,2,4,3,2,0,1,0,1,0,0,1,4,3,4,0,1,0,1,0,0,0,0,1,0,1,0,0,"教学楼远离操场、运动场高噪区域合理布局
宿舍制定严格作息，夜间禁止喧哗、打闹、外放
校园广播分区域控制音量，不全域高分贝播放",110.0
382,149秒,2,3,2,1,4,3,3,2.0,3,2,2,1,2,1,1,1,3,3,2,2,5,2,3,2,2,3,4,4,0,0,1,1,0,0,0,2,2,2,1,1,1,1,0,1,1,1,1,1,1,1,0,无,149.0
383,119秒,2,4,2,2,3,6,3,2.0,1,1,4,2,3,5,1,5,5,1,2,4,2,1,4,2,4,3,3,4,0,1,0,0,1,0,0,2,4,4,0,1,0,1,0,0,0,1,0,0,0,1,0,校园食堂严控餐具碰撞，大声喧哗，文明就餐,119.0
384,189秒,1,3,1,1,3,3,2,2.0,2,2,4,1,4,2,4,2,3,2,3,2,4,1,5,3,2,5,2,4,0,1,1,0,0,0,0,2,3,5,0,1,1,0,0,0,0,1,0,1,0,0,0,"培训机构教室做隔音隔断，避免班级互相串音
校园绿化密植绿植，形成教学区隔音缓冲带
禁止学生在校内改装电动车、摩托轰鸣竞速
图书馆、自习室严格静音管理，杜绝交谈外放",189.0
385,193秒,2,3,3,3,4,5,2,1.0,2,4,4,3,2,4,2,4,4,3,2,5,2,4,1,4,1,2,2,4,0,1,0,0,1,0,0,2,4,3,0,1,1,0,0,0,0,1,1,1,0,0,0,对超标排放噪音进行处理,193.0
386,106秒,1,2,2,3,3,5,3,3.0,4,3,2,2,4,3,1,3,3,3,3,4,2,4,2,4,3,2,2,4,0,1,1,0,1,1,0,3,2,4,1,0,1,0,0,0,0,1,0,0,1,0,0,"培训机构教室做隔音隔断，避免班级互相串音
校园绿化密植绿植，形成教学区隔音缓冲带
禁止学生在校内改装电动车、摩托轰鸣竞速
图书馆、自习室严格静音管理，杜绝交谈外放",106.0
387,96秒,2,3,2,2,7,5,2,,2,3,4,2,1,4,4,4,5,3,4,3,3,3,1,4,1,4,3,3,1,0,0,1,1,0,0,4,2,3,1,1,0,0,1,1,0,0,1,0,0,1,0,出台降噪专项政策,96.0
388,89秒,1,3,2,2,3,3,2,2.0,2,4,4,3,4,3,3,4,3,3,4,3,3,4,3,4,3,4,2,2,0,1,1,0,0,0,0,1,1,2,1,1,1,0,0,1,0,1,0,1,0,1,0,6,89.0
389,95秒,1,4,1,1,3,5,2,2.0,3,3,3,2,4,1,5,3,3,2,3,2,4,3,4,2,4,3,3,4,0,1,0,0,0,1,0,2,4,4,1,0,1,0,0,0,0,0,1,0,0,1,0,"明确城管、环保部门噪音执法权限，避免推诿扯皮 
开展企业噪音排放信用评级，对评级优秀的企业给予政策优惠
限制城区直升机、无人机等低空飞行设备在居民区上空飞行",95.0
390,108秒,1,5,2,2,3,5,3,2.0,5,4,2,4,1,4,1,4,3,2,1,5,1,5,1,4,2,4,3,4,1,0,1,0,1,0,0,2,4,1,1,1,0,1,0,0,1,0,0,1,1,0,0,优化公交路线，避开居民去密集区域,108.0
391,138秒,1,2,1,2,3,5,2,2.0,4,3,5,2,4,2,4,3,4,2,3,2,4,3,2,5,1,4,3,5,0,1,0,1,0,0,1,3,4,3,0,1,0,1,0,0,1,0,0,0,1,0,0,限制重型货车、渣土车在居民区周边通行，划定专用路线和时段,138.0
392,53秒,2,2,1,2,5,1,1,,5,1,1,4,1,1,1,3,1,3,3,3,2,3,2,4,2,3,4,4,0,0,1,0,0,0,0,1,1,2,1,0,1,0,0,1,0,1,0,0,1,0,0,加油,53.0
393,118秒,1,5,2,1,3,5,2,2.0,3,5,4,2,4,2,4,4,3,2,2,5,1,4,2,4,2,4,2,4,0,0,1,0,0,1,0,2,4,3,0,1,0,1,0,0,1,0,1,1,0,0,0,铁路沿线居民加装隔音墙和围音墙,118.0
394,96秒,1,1,2,2,5,5,3,,5,2,1,2,4,5,2,4,3,1,4,2,4,3,4,3,3,4,2,4,0,1,0,1,1,0,0,3,4,4,1,0,0,1,0,0,1,0,1,0,1,0,0,推广新能源公交车、出租车，减少燃油车辆噪音污染,96.0
395,92秒,2,5,1,3,8,5,2,,2,4,4,2,4,1,4,2,3,4,2,4,2,4,3,1,5,3,2,5,0,1,0,1,0,1,0,2,3,4,1,0,1,1,0,0,1,0,0,0,1,0,0,在学校医院门口设置静音区域,92.0
396,99秒,1,3,3,3,5,5,2,,2,3,3,2,4,2,4,3,3,3,2,4,3,2,4,3,4,2,3,4,0,1,0,1,0,1,0,2,4,3,0,1,0,1,0,1,0,1,0,1,0,0,0,优化地铁运行调度，减少夜间地铁运行频次和噪音,99.0
397,184秒,2,3,3,2,4,4,1,3.0,3,3,3,3,2,1,2,2,4,3,2,2,2,2,2,3,2,2,3,3,1,1,0,1,0,0,0,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,无,184.0
398,119秒,2,4,2,1,3,2,1,1.0,2,4,4,3,3,3,4,2,2,3,4,3,3,3,4,3,3,4,2,2,0,1,1,1,0,0,0,2,3,2,1,0,1,0,0,1,0,1,0,0,1,0,0,失去,119.0
399,107秒,2,2,2,3,6,4,2,2.0,2,3,2,3,1,4,3,4,3,3,2,5,2,4,2,4,1,5,3,4,0,1,0,1,0,1,0,3,4,1,0,1,0,1,0,0,1,0,1,0,0,1,0,定期检查小区公共设施,107.0
400,118秒,2,4,2,2,1,3,3,2.0,4,3,4,3,2,3,4,3,3,2,5,3,4,4,3,3,3,5,1,4,0,1,1,0,0,1,0,3,4,3,1,1,1,0,0,0,1,0,0,1,0,0,0,管控小区内装修施工，要求施工方使用静音设备，办理施工许可,118.0
401,116秒,2,3,1,5,2,1,1,1.0,4,4,2,4,1,4,3,4,4,2,1,4,3,3,2,4,5,3,3,4,1,0,1,0,1,0,0,2,3,4,0,1,0,1,0,0,1,0,0,1,0,0,0,电梯定期维护，更换老化部件,116.0
402,107秒,1,5,2,2,4,2,2,2.0,3,3,3,3,1,4,3,5,3,2,5,3,4,2,4,3,1,4,3,4,0,1,0,1,1,0,0,3,5,2,0,1,0,1,0,0,0,1,0,0,1,0,0,小区绿化补种高大绿植，打造楼栋之间的隔音屏障,107.0
403,113秒,1,4,3,4,3,4,2,2.0,2,5,4,2,4,1,4,4,2,1,2,4,4,1,4,3,4,4,2,5,0,1,1,0,1,1,0,1,3,2,1,1,0,1,0,0,0,1,1,0,0,1,0,小区门禁系统选用静音款,113.0
404,130秒,2,2,2,2,9,3,3,1.0,4,3,3,2,4,2,5,2,4,4,3,4,2,4,1,3,2,4,2,4,0,0,0,0,1,0,0,3,4,4,0,1,0,1,0,1,0,0,1,0,0,0,0,为小区楼道加装吸音材料，减少回声和脚步声传播,130.0
405,108秒,2,3,3,3,3,6,2,2.0,2,2,4,2,4,1,4,4,3,2,2,4,5,4,2,4,4,2,2,4,1,0,1,0,1,0,0,3,4,2,1,0,1,1,0,1,0,1,1,0,0,1,0,在小区内置静音休息区,108.0
406,111秒,2,3,1,5,2,4,3,1.0,3,1,3,4,4,3,2,5,3,3,2,3,3,2,2,4,3,1,3,4,0,1,0,1,0,0,0,2,4,2,0,1,0,1,0,0,0,0,0,0,1,0,0,小区内设置静音休息区，为居民提供安静的活动空间,111.0
407,123秒,1,2,3,2,3,2,2,2.0,3,4,4,2,4,1,4,2,3,1,2,4,2,4,2,4,2,4,2,5,1,0,1,0,1,0,0,2,4,2,0,1,0,1,0,0,1,0,0,0,1,0,0,广告公司的流动宣传车，禁止在居民区，学校周边播音放广告,123.0
408,171秒,1,3,3,2,3,3,3,3.0,5,4,4,1,2,2,3,4,4,3,2,4,3,4,3,2,4,3,3,4,0,0,0,1,0,1,0,2,4,2,0,1,0,1,0,0,0,1,0,0,1,0,0,企业员工宿舍制定静音作息制度，禁止深夜喧哗、外放音乐,171.0
409,318秒,1,3,3,1,2,3,3,2.0,4,4,4,3,3,4,4,3,4,4,3,3,4,3,3,4,3,4,3,2,0,0,1,0,0,0,0,1,1,2,1,0,1,0,0,1,0,0,1,0,0,0,0,6,318.0
410,170秒,1,4,3,3,3,5,3,2.0,3,4,4,2,4,4,3,4,4,3,2,3,1,4,2,3,4,2,2,4,0,1,1,0,0,1,0,4,3,3,0,1,0,0,1,0,0,1,0,1,0,0,0,美容院,170.0
411,86秒,1,3,1,4,3,4,1,2.0,4,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,0,1,0,1,1,0,0,3,2,2,0,1,1,1,0,0,1,1,1,1,1,0,0,无,86.0
412,124秒,1,2,1,3,2,4,2,3.0,2,3,4,3,4,2,4,4,2,2,2,4,3,1,4,1,4,3,3,2,0,0,1,0,0,1,0,2,4,1,0,1,0,1,0,0,0,1,0,0,1,0,0,推动噪音治理技术研发与应用，引进先进降噪设备和工艺,124.0
413,94秒,1,3,1,2,4,4,2,2.0,2,3,3,3,3,3,3,2,3,3,4,3,4,3,3,4,3,4,3,3,0,0,1,0,1,0,0,2,3,3,1,0,1,0,0,0,1,1,1,0,1,0,0,无,94.0
414,168秒,1,5,3,3,5,3,2,,4,4,2,3,2,4,2,4,3,2,2,4,3,2,3,2,4,3,2,4,0,1,0,0,1,0,0,2,4,4,0,1,0,1,0,0,1,0,0,0,1,0,0,优化交通信号灯配时间,168.0
415,244秒,1,2,2,2,3,2,2,2.0,2,2,4,3,4,3,4,3,2,3,4,3,4,3,4,3,4,3,3,2,0,1,1,1,0,0,0,2,2,2,1,1,0,0,0,0,1,0,1,0,0,0,0,6,244.0
416,196秒,1,5,1,1,3,4,2,2.0,4,2,4,2,2,4,3,3,4,1,3,4,2,4,2,4,3,3,3,4,1,0,0,0,1,0,1,2,4,5,0,1,1,0,0,0,0,0,0,1,0,0,0,在学校、医院门口设置静音区域标识，严禁车辆鸣笛,196.0
417,124秒,1,3,1,5,3,4,2,2.0,2,3,5,2,4,2,2,3,2,3,3,2,5,2,2,1,2,4,3,2,1,0,0,0,0,0,0,3,2,2,0,0,1,1,0,0,1,1,1,0,1,0,0,增大管控,124.0
418,57秒,1,3,1,3,2,1,2,2.0,2,4,4,3,2,3,3,4,3,4,4,3,3,3,4,3,3,3,2,2,0,1,0,1,1,0,0,3,2,2,1,0,1,0,0,1,0,1,0,1,0,0,0,管理,57.0
419,52秒,1,4,1,2,7,5,2,,4,2,3,3,3,3,3,3,2,3,4,3,4,3,3,3,3,3,3,3,1,0,1,0,0,0,0,2,2,2,0,1,1,1,0,0,1,1,1,1,0,0,0,无,52.0
420,154秒,2,3,3,4,3,5,2,1.0,4,3,3,4,2,4,3,3,4,3,1,4,2,4,2,4,1,4,5,2,0,1,1,0,1,0,0,4,2,1,0,1,1,0,0,0,1,0,0,1,0,0,0,小区绿化补种高大绿植,154.0
421,92秒,1,3,1,1,1,5,1,1.0,2,2,4,3,3,4,4,3,2,3,4,3,3,3,3,4,3,4,2,2,0,1,0,1,1,0,0,2,2,2,1,1,1,0,0,1,1,1,0,0,0,0,0,无,92.0
422,115秒,1,2,2,1,9,6,3,2.0,3,1,3,2,5,2,3,3,2,3,2,4,2,4,3,4,5,2,3,4,0,1,0,0,1,0,0,3,4,2,1,0,0,1,0,0,1,0,1,0,0,1,0,对小区内高噪行为进行劝导，屡教不改者上报相关部门,115.0
423,83秒,1,5,1,2,8,4,2,,4,3,3,2,3,2,3,2,3,2,2,3,2,2,2,2,2,3,2,1,1,0,0,1,1,0,0,2,2,4,0,1,1,0,0,0,1,1,1,1,0,0,0,无,83.0
424,115秒,1,3,1,4,5,5,1,,3,5,4,3,2,4,4,2,4,2,2,4,2,3,2,4,3,4,2,4,0,1,1,0,1,0,0,1,4,5,1,0,1,1,0,0,1,0,1,1,0,0,0,提醒居民夜间轻关窗户,115.0
425,124秒,1,4,3,5,3,1,3,1.0,4,2,3,2,1,4,3,4,3,3,4,2,4,4,2,3,3,3,3,2,0,1,0,0,1,0,0,4,2,1,1,0,1,0,0,1,0,1,0,0,1,1,0,提醒居民夜间轻关门窗、轻拿轻放物品，减少生活噪音,124.0
426,127秒,1,3,3,3,9,4,2,1.0,1,3,4,3,2,4,3,4,3,2,2,4,2,4,3,3,2,4,4,3,1,0,1,0,1,0,0,4,3,1,0,1,0,1,0,0,1,0,0,0,1,0,0,定期检查小区门窗密封情况,127.0
427,322秒,1,4,2,5,7,1,2,,3,4,1,2,1,3,1,5,3,3,3,4,2,3,5,4,3,2,5,2,1,0,1,1,0,0,0,1,1,2,1,1,0,1,0,0,1,1,0,1,0,0,0,需要专门的宁静区域,322.0
428,88秒,1,2,3,4,1,4,2,1.0,3,3,4,3,3,2,3,2,2,3,3,2,3,4,2,4,3,3,3,2,0,1,0,1,0,0,0,3,2,5,0,1,0,1,0,0,0,1,0,0,1,0,0,餐饮店、酒店的油烟机、排风扇加装隔音罩和减震底座，定期清洗维护,88.0
429,241秒,1,2,1,2,5,5,3,,3,3,4,4,4,2,2,3,2,1,4,3,4,2,4,2,2,4,2,2,1,0,0,1,0,0,0,2,2,3,1,1,1,1,0,0,1,1,1,1,0,0,0,无,241.0
430,93秒,1,4,2,1,3,3,3,2.0,2,4,2,4,1,4,2,5,3,2,2,5,3,4,2,3,3,3,1,4,0,0,1,0,0,1,0,2,4,1,0,0,1,1,0,0,1,0,0,1,0,0,0,商场超市的背景音乐控制在55分贝以内,93.0
431,84秒,1,3,1,4,4,4,2,1.0,2,3,3,4,2,2,4,2,2,2,3,3,2,3,2,4,2,2,3,2,1,1,1,0,1,1,0,2,2,4,0,1,1,0,0,0,1,1,1,1,1,0,0,无,84.0
432,133秒,2,2,3,3,3,2,2,2.0,5,5,1,3,2,3,4,4,1,2,3,2,4,3,2,4,3,2,3,1,0,1,0,0,1,0,0,3,4,3,0,1,1,0,0,0,0,0,1,1,0,0,0,汽修门店的喷漆、打磨、切割等高噪工序，设置专用隔音车间并限时作业,133.0
433,138秒,1,3,2,3,4,2,2,3.0,2,4,3,2,4,2,4,2,4,2,5,3,4,2,4,2,2,3,1,4,0,0,0,1,0,0,1,1,1,2,0,1,0,1,1,1,0,1,0,1,0,0,0,物流车辆选用低噪声车型,138.0
434,57秒,1,1,1,4,5,4,1,,4,4,3,3,2,4,4,2,2,2,2,4,2,4,2,1,1,1,1,3,0,0,1,0,1,0,0,2,1,5,0,1,0,0,1,0,0,0,0,1,0,0,0,水电管道铺设避开卧室床头墙面，减少管道共振传声,57.0
435,302秒,2,1,2,5,5,1,2,,4,2,5,3,4,2,3,5,4,3,4,2,5,2,4,1,2,2,5,5,0,0,1,0,1,0,0,2,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,噪声源附近不要建民居,302.0
436,322秒,1,3,2,3,3,5,3,3.0,5,2,2,4,2,4,1,4,4,3,2,4,3,2,4,2,4,3,1,1,0,1,0,1,0,0,0,2,4,3,0,1,0,1,0,0,0,1,0,1,0,0,0,新房建筑采用双层分户墙设计,322.0
437,173秒,2,1,1,1,5,1,1,,4,2,5,2,5,4,2,1,2,4,5,3,5,2,5,3,4,3,3,2,0,1,1,1,1,0,0,4,2,2,0,1,1,0,0,0,1,0,1,1,1,0,0,无,173.0
438,205秒,1,2,3,2,5,5,2,,3,3,3,3,3,2,2,2,5,2,1,1,2,2,3,2,2,2,5,3,1,0,1,1,1,0,0,3,2,2,1,1,1,1,0,1,1,1,1,1,1,1,0,无,205.0
439,57秒,1,3,2,2,3,3,2,2.0,2,4,4,3,4,4,4,4,3,4,4,3,4,3,4,4,3,4,2,2,0,1,1,0,1,0,0,2,2,2,1,1,1,1,0,1,0,1,0,0,1,0,0,6,57.0
440,206秒,1,1,2,2,5,3,3,,3,3,1,1,1,1,1,1,2,2,3,3,3,4,4,2,3,2,4,4,1,1,0,1,1,0,0,4,4,1,1,1,1,1,0,1,0,1,1,1,1,0,0,无,206.0
